"ID","Company","Incident_date","Days_of_the_Wk","Months_of_the_Yr","Years","Contaminant","Type_of_fa","Cause","Site_locat","Latitude","Longitude","LGA","States_affected","Spill_area","MoY","DoW"
"5500","SPDC","2018-04-29","Sun","Apr","2018","cr","pl","sab","16'' EGBEMA-ASSA PIPELINE AT EKUGBA.","5.49115","6.75559","Ohaji/Egbema","IM","la","4","1"
"5501","NAOC","2018-04-30","Mon","Apr","2018","ga","gl","sab","OBIAFU 13L FLOWLINE, OBIAFU FIELD, OMOKU,L ONELGA.","5.3897778","6.6477222","Ogba/Egbema/Ndoni","RI","la","4","2"
"5502","NAOC","2018-04-30","Mon","Apr","2018","ga","gl","sab","OBIAFU 13L FLOWLINE, OBIAFU FIELD, OMOKU, ONELGA.","5.3898056","6.6477222","Ogba/Egbema/Ndoni","RI","la","4","2"
"5503","NPDC","2018-05-01","Tue","May","2018","cr","fl","sab","NPDC CHEVRON JV 4'' SL AROH FLOW LINE AT AJAMIMOGHA","6.0086111","5.4186111","Ikpoba-Okha","ED","sw","5","3"
"5504","NAOC","2018-05-01","Tue","May","2018","cr","fl","sab","OBIAFU 23Ss FLOWLINE AT OMOKU","5.40525","6.59075","Ogba/Egbema/Ndoni","RI","la","5","3"
"5505","NAOC","2018-05-02","Wed","May","2018","cr","fl","sab","Ebegoro 12L flowline @ Obrikom II T Well location, Omoku","5.3790556","6.6530278","Ogba/Egbema/Ndoni","RI"," ","5","4"
"5506","SEPLAT","2018-05-02","Wed","May","2018","cr","wh","sab","WELL 26 L/S WELLHEAD SAPELE.","5.9038889","5.5551389","Sapele","DE","iw","5","4"
"5507","NAOC","2018-05-03","Thu","May","2018"," ","fl","sab","6'' ALINSO 2T FLOWLINE EGEGORO FIELD, OMOKU","5.3648889","6.6384167","Ogba/Egbema/Ndoni","RI"," ","5","5"
"5508","NAOC","2018-05-03","Thu","May","2018","cr","fl","sab","OBIAFU 24S FLOW LINE ALONG THE ACCESS ROAD,BEFORE THE LOC ONELGA RIVERS STATE","5.4132222","6.5935556","Ogba/Egbema/Ndoni","RI","la","5","5"
"5509","NAOC","2018-05-03","Thu","May","2018"," ","fl","sab","OBRIKOM 6LS FLOW BACK LINE CLOSE TO WELL LOCATION,OBRIKOM ONELGA RIVERS STATE","5.4027222","6.596","Ogba/Egbema/Ndoni","RI","la","5","5"
"5510","NAOC","2018-05-03","Thu","May","2018","co","fl","sab","6""OBRIKOM FLOW BACK LINE CLOSE TO WELL TO WELL LOCATION AT OBRIKOM ,ONELGA","5.4027222","6.596","Ogba/Egbema/Ndoni","RI","la","5","5"
"5511","NAOC","2018-05-03","Thu","May","2018","co"," ","sab","28""S FLOW-LINE ALONG THE ACCESS ROAD BEFORE,THE LOC ONELGA","5.4132222","6.5935556","Ogba/Egbema/Ndoni","RI","la","5","5"
"5512","SPDC","2018-05-04","Fri","May","2018"," ","pl","sab","SPDC 24'' TRANS - ESCRAVOS PIPELINE @ SOKEBOLOU.","5.4286111","5.27975","Burutu","DE","sw","5","6"
"5513","NAOC","2018-05-06","Sun","May","2018"," ","fl","sab","OBIAFU 28Ss FLOWLINE FLANGE AT OMOKU","5.4144722","6.5955","Ogba/Egbema/Ndoni","RI","la","5","1"
"5514","NAOC","2018-05-06","Sun","May","2018","co","fl","sab","Obiafu 23Ss Flange Obiafu Field Omoku ONELGA Rivers State","5.41475","6.5955","Ogba/Egbema/Ndoni","RI"," ","5","1"
"5515","NAOC","2018-05-07","Mon","May","2018"," ","pl","sab","6'' TUOMO-OGBOINBIRI GAS DELIVERY LINE AT OGBOSUWARI","4.9489722","5.9344167","Ekeremor","BY","la","5","2"
"5516","SPDC","2018-05-07","Mon","May","2018","cr","pl","sab","28"" BOMU - BONNY TRANS NIGER P/L","4.65458","7.27692","Gokana","RI","la,sw","5","2"
"5517","SPDC","2018-05-07","Mon","May","2018","no","pl","sab","28"" Bomu Bonny Niger Pipeline@Kpor/K-DERE","4.65458","7.27692","Gokana","RI","ss","5","2"
"5518","NAOC","2018-05-07","Mon","May","2018","co","pl","sab","Obrikom 7T flowline, Obrikom field, Omoku, ONELGA, Rivers State.","5.3793333","6.6292778","Ogba/Egbema/Ndoni","RI","la","5","2"
"5519","SPDC","2018-05-07","Mon","May","2018","cr","fl","sab","6'' imo river well 59t flow line","4.992291","7.195962","Omumma","AB","la","5","2"
"5520","NAOC","2018-05-07","Mon","May","2018","ga","pl","sab","Obiafu 26S flowline, Obiaku field, Omoku, Onelga, Rivers State.","5.4136667","6.569","ONELGA","RI","la","5","2"
"5521","SPDC","2018-05-07","Mon","May","2018"," ","fl","sab","6'' imo river well 37l/59t flowline igiri-ukwu owaza abia state","4.992291","7.195962","Ukwa-West","AB","la","5","2"
"5522","HERITAGE","2018-05-07","Mon","May","2018","cr","pl","sab","28'' TRANSFORCADOS PIPELINE AT EWEREGBENE.","5.5390556","5.5043611","Warri-South-West","DE","sw","5","2"
"5523","SPDC","2018-05-07","Mon","May","2018","cr","fl","sab","59t flowline imo river well at igiri-ukwu,owaza","4.992291","7.195962"," ","AB"," ","5","2"
"5524","SPDC","2018-05-08","Tue","May","2018"," ","pl","sab","36 Rumuekpe - Nkpoku TL","4.94405","6.94165","Ikwere","RI"," ","5","3"
"5525","SPDC","2018-05-11","Fri","May","2018","cr","mf","sab","Okordia Manifold at Ikarama","5.1543056","6.4521389","Yenagoa","BY","la","5","6"
"5526","SPDC","2018-05-12","Sat","May","2018","co","fl","sab","AGBADA WELL 47L FLOWLINE, AT OMUEKE IGWURUTA.","4.9290833","7.0323333","Obio/Akpor","RI","la","5","7"
"5527","NAOC","2018-05-12","Sat","May","2018","co","fl","sab","OBIAFU 23S FLOWLINE OBIAFU FIELD, OMOKU, ONELGA, RIVERS STATE.","5.4052222","6.59075","OELGA","RI","la","5","7"
"5528","NAOC","2018-05-12","Sat","May","2018","co","fl","sab","OBIAFU 23S FLOWLINE OBIAFU FIELD, OMOKU, ONELGA, RIVERS STATE.","5.4052222","6.59075","Ogba/Egbema/Ndoni","RI","la","5","7"
"5529","HERITAGE","2018-05-13","Sun","May","2018"," ","pl","sab","28'' TRANS FORCADOS PIPELINE AT YEYE","5.4196111","5.3789444","Burutu","DE","sw","5","1"
"5530","NAOC","2018-05-13","Sun","May","2018"," ","fl","sab","6'' FLOWLINE FROM ISOKO CLUSTER AT ISOKO","5.4914722","6.2565833","Isoko-South","DE","la","5","1"
"5531","NPDC","2018-05-13","Sun","May","2018","cr","pl","sab","12"" OPUAMA OTUMARA EXPORT PIPELINE","5.7544444","5.125","Warri-South-West","DE","sw","5","1"
"5532","HERITAGE","2018-05-13","Sun","May","2018","cr","pl","sab","28'' TRANS FORCADOS PIPELINE AT BATAN","5.5613056","5.5791389","Warri-South-West","DE","sw","5","1"
"5533","SPDC","2018-05-15","Tue","May","2018","cr","pl","sab","16'' EGBEMA _ASSA P/LINE @ EGBEMA.","5.3926389","6.7909167","Ohaji/Egbema","IM","la","5","3"
"5534","SPDC","2018-05-15","Tue","May","2018","cr","pl","sab","16'' EGBEMA -ASSA P/LINE @ EGBEMA","5.3926389","6.7909167","Ohaji/Egbema","IM","la","5","3"
"5535","SPDC","2018-05-15","Tue","May","2018","cr","pl","sab","20'' OTUMARA - ESCRAVOS PIPELINE @ UGBOEGUNGUN.","5.6297222","5.1612222","Warri-South-West","DE","sw","5","3"
"5536","NAOC","2018-05-16","Wed","May","2018","cr","fl","sab","4'' Ebegoro 2T flowline by the well location, Omoku,Onelga","5.359","6.6761944","Ogba/Egbema/Ndoni","RI"," ","5","4"
"5537","NAOC","2018-05-16","Wed","May","2018","ga","gl","sab","OBIAFU 21L FLOWLINE ALONG LOCATION ACESS, OBIAFU FIELD. OMOKU ROAD","5.4027778","6.596","Ogba/Egbema/Ndoni","RI","la","5","4"
"5538","NAOC","2018-05-16","Wed","May","2018","ga","fl","sab","OBIAFU 21L FLOWLINE ALONG LOCATION ACCESS ROAD, OBIAFU FIELD, OMOKU, ONELGA","5.3931944","6.5981944","Ogba/Egbema/Ndoni","RI","la","5","4"
"5539","FIRST","2018-05-17","Thu","May","2018","cr","fl","sab","6"" BULKLINE ALONG ISOKO DEEP OGINI LINE RIGHT OF WAY.","5.5663056","6.3001389","Isoko-North","DE","sw","5","5"
"5540","NPDC","2018-05-18","Fri","May","2018","cr","pl","sab","NPDC WELL 22 @ UZERE - EAST UNITED FIELD OML 28.","5.3246389","6.2626111","Isoko-South","DE","la","5","6"
"5541","HERITAGE","2018-05-18","Fri","May","2018","cr","pl","sab","28'' TRANSFORCADOS PIPELINE @ OTEGHELE","5.5686111","5.6286111","Warri-South","DE","sw","5","6"
"5542","SPDC","2018-05-19","Sat","May","2018","cr","pl","sab","24'' TRANS-RAMOS PIPELINE AT OGBOTOBO","4.9419444","5.6869722","Ekeremor","BY","sw","5","7"
"5543","SPDC","2018-05-19","Sat","May","2018","no","pl","sab","24'' TRANS ESCRAVOS PIPELINE @ OGIDIGBEN","5.5055556","5.1952778","Warri-South-West","DE","ss","5","7"
"5544","SPDC","2018-05-21","Mon","May","2018","no","pl","sab","24"" NKPOKU-BOMU TNP BERA RIVERS STATE.","4.68447","7.27742","Gokana","RI"," ","5","2"
"5545","NAOC","2018-05-21","Mon","May","2018","cr","fl","sab","TAYLOR CREEK 2S FLOWLINE AT KALABA","5.1291944","6.4558056","Yenagoa","BY","la","5","2"
"5546","SPDC","2018-05-22","Tue","May","2018","cr","pl","sab","20'' OPUKUSHI- BRASS PIPELINE AT EKEREMOR","4.5370556","5.9797222","Southern-Ijaw","BY","sw","5","3"
"5547","SPDC","2018-05-24","Thu","May","2018","other:","pl","sab","20"" OTUMARA-ESCRAVOS PIPELINE @ UGBOEGUNGUN","5.6106389","5.1766667","Warri-South-West","DE","sw","5","5"
"5548","SPDC","2018-05-24","Thu","May","2018","cr","pl","sab","12'' ADIBAWA-OKORDIA PIPELINE AT IKARAMA","5.1650556","6.4578056","Yenagoa","BY","ss","5","5"
"5549","NAOC","2018-05-26","Sat","May","2018","cr","pl","sab","24""Ogoda-Brass pipeline at Emago-KUgbo/ Amuruto Axis, Abua/Odua LGA. Rivers State.","4.8008333","6.42775","Abua-Odual","RI","la","5","7"
"5550","NAOC","2018-05-26","Sat","May","2018","cr","pl","sab","24'' OGODA -BRASS PIPELINE @ EMAGO-KUGBO/ AMURUTO AXIS,ABUA/ODUA. L G A, RIVERS STATE.","4.8008333","6.42775","Abua-Odual","RI","la,ss","5","7"
"5551","NAOC","2018-05-26","Sat","May","2018","co","fl","sab","Obiafu 28s flowline close to Obrikom 6 location junction, Omoku,Onelga","5.4132222","6.5917222","Ogba/Egbema/Ndoni","RI"," ","5","7"
"5552","NAOC","2018-05-26","Sat","May","2018","co","fl","sab","Obiafu 23S flowline along the location access road, Obiafu field, Omoku","5.40525","6.5406667","Ogba/Egbema/Ndoni","RI","la","5","7"
"5553","NAOC","2018-05-26","Sat","May","2018","co","fl","sab","Obrikom 6L& S flowline close to well location, Obiafu field ,Omoku","5.4027778","6.5960278","Ogba/Egbema/Ndoni","RI"," ","5","7"
"5554","SPDC","2018-05-27","Sun","May","2018","other:water","pl","sab","24'' Nkpoku Bomu pipeline, Kpite.","4.719785","7.2780411","Tai","RI","la","5","1"
"5555","NAOC","2018-05-28","Mon","May","2018","cr","fl","sab","OSHIE 8S FLOWLINE BEFORE RIVERS CROSSING, OSHIE COMMUNITY AWELGA, RIVERS STATE.","5.1036389","6.4840833","Ahoada-West","RI","ss","5","2"
"5556","NAOC","2018-05-28","Mon","May","2018","cr","fl","sab","OSHIE 6S FLOWLINE OSHIE COMMUNITY, AWELGA, RIVERS STATE.","5.1014444","6.4921944","Ahoada-West","RI","la","5","2"
"5557","NAOC","2018-05-28","Mon","May","2018","cr","fl","sab","OSHIE 8S FLOWLINE BEFORE, RIVER CROSSING, OSHIE COMMUNITY, AWELGA, RIVERS STATE.","5.1036389","6.4840833","Ahoada-West","RI"," ","5","2"
"5558","NAOC","2018-05-29","Tue","May","2018","cr","fl","sab","OSHIE 6S FLOWLINE, OSHIE COMMUNITY, AWELGA, RIVERS STATE.","5.1014444","6.4921944","Ahoada-West","RI","la","5","3"
"5559","NAOC","2018-05-29","Tue","May","2018","cr","fl","sab","26SS FLOWLINE AT OMOKU. RIVERS STATE.","5.4085833","6.5748056","Ogba/Egbema/Ndoni","RI","la","5","3"
"5560","NAOC","2018-05-29","Tue","May","2018","cr","fl","sab","OBRIKOM 7T FLOWLINE OBRIKOM FIELD, OBRIKOM ONELGA, RIVERS STATE.","5.3793333","6.62925","Ogba/Egbema/Ndoni","RI","la","5","3"
"5561","NAOC","2018-05-29","Tue","May","2018","cr","fl","sab","OBRIKOM 7T FLOWLINE OBRIKOM FIELD, OBRIKOM, ONELGA, RIVERS STATE.","5.3799167","6.6292222","Ogba/Egbema/Ndoni","RI"," ","5","3"
"5562","EROTON E&P","2018-05-30","Wed","May","2018","cr","fl","sab","ORUBIRI WELL 4 4""BULK LINE AT OFIOMINA-AMA OKRIKA RIVERS STATE","4.6878611","7.0404722","Okrika","RI","sw","5","4"
"5563","EROTON E&P","2018-05-30","Wed","May","2018","cr","fl","sab","ORUBIRI WELL 4 4"" BULK LI NE AT OFIOMINA-AMA OKRIKA RIVERS STATE","4.6879444","7.0357778","Okrika","RI","sw","5","4"
"5564","SPDC","2018-05-31","Thu","May","2018","cr","pl","sab","28"" BOMU BONNY TRANS NIGER PIPELINE BODO WEST","4.5923889","7.2571939","Bonny","RI","sw","5","5"
"5565","NAOC","2018-06-03","Sun","Jun","2018","no","pl","sab","14"" EBOCHA-AKRI DELIVERY LINE MMAHU-OHAJI, IMO STATE.","5.5468333","6.7125278","Ohaji/Egbema","IM","la","6","1"
"5566","NAOC","2018-06-03","Sun","Jun","2018","cr","pl","sab","14'' EBOCHA-AKRI DELIVERY LINE OKWUZI, ONELGA, RIVERS STATE.","5.4725833","6.7004444","ONELGA","RI"," ","6","1"
"5567","NAOC","2018-06-03","Sun","Jun","2018","cr","fl","sab","EBEGORO 6Ss FLOWLINE @ OMOKU, ONELGA","5.3668611","6.66275","ONELGA","RI","la","6","1"
"5568","CHEVRON","2018-06-03","Sun","Jun","2018","cr","fl","sab","6"" GBOKODA FLOWLINE TO G8-21 IN RMP 17","5.8785278","5.0897222"," ","DE","sw","6","1"
"5569","NAOC","2018-06-04","Mon","Jun","2018","co","fl","sab","OBRIKOM 6Ls & Ss FLOWBACK LINE AT OMOKU","5.4051","6.5926111","Ogba/Egbema/Ndoni","RI","la","6","2"
"5570","NAOC","2018-06-04","Mon","Jun","2018","co","fl","sab","OBRIKOM 6L & S FLOWBACK LINE AT OMOKU","5.4022694","6.5966556","Ogba/Egbema/Ndoni","RI","la","6","2"
"5571","NAOC","2018-06-04","Mon","Jun","2018","co","fl","sab","OBRIKOM 6Ls & Ss FLOW-LINE AT OMOKU","5.4012","6.5980222","Ogba/Egbema/Ndoni","RI","la","6","2"
"5572","FIRST","2018-06-05","Tue","Jun","2018","cr","pl","sab","OGINI/ERIEMU 10"" PIPELINE","5.5616667","6.2322222","Isoko-North","DE","la","6","3"
"5573","NAOC","2018-06-05","Tue","Jun","2018","cr","pl","sab","10'' CLOUGH CREEK/TEBIDABA PIPELINE AT GBARAUN","4.7908056","5.7565556","Southern-Ijaw","BY","sw","6","3"
"5574","NAOC","2018-06-06","Wed","Jun","2018","co","fl","sab","23S FLOWLINE, OBIAFU FIELD, OMOKU.","5.4056667","6.59125","Ogba/Egbema/Ndoni","RI","la","6","4"
"5575","SPDC","2018-06-06","Wed","Jun","2018","cr","pl","sab","10'' DIEBU CREEK- NUN RIVER PIPELINE AT OPOROMA","4.7996389","6.1079722","Southern-Ijaw","BY","ss","6","4"
"5576","SPDC","2018-06-08","Fri","Jun","2018","cr","wh","sab","Ubie Well 5 L/S Well head at Iduekpeye","5.11234","6.55109","Ahoada-West","RI","la","6","6"
"5577","AITEO E&P","2018-06-08","Fri","Jun","2018","cr","pl","sab","ELEM KALABARI AXIS","4.5749722","6.961","Degema","RI","sw","6","6"
"5578","NAOC","2018-06-08","Fri","Jun","2018","ga","fl","sab","OBIAFU 23 GUAGE FLOWLINE AT OMOKU","5.3991667","6.5833333","Ogba/Egbema/Ndoni","RI","la","6","6"
"5579","NAOC","2018-06-08","Fri","Jun","2018","co","fl","sab","OBIAFU 28s FLOW LINE AT OMOKU AND REPAIR WAS DONE DURING JIV","5.4144444","6.5955278","ONELGA","RI","la","6","6"
"5580","SPDC","2018-06-08","Fri","Jun","2018","cr","pl","sab","10'' DIEBU CREEK- NUN RIVER PIPELINE AT OPOROMA","4.7764167","6.1054722","Southern-Ijaw","BY","ss","6","6"
"5581","SPDC","2018-06-08","Fri","Jun","2018","cr","pl","sab","10'' DIEBU CREEK- NUN RIVER PIPELINE AT OPOROMA","4.7758056","6.1053889","Southern-Ijaw","BY","ss","6","6"
"5582","SPDC","2018-06-11","Mon","Jun","2018","cr","pl","sab","10'' DIEBU CREEK- NUN RIVER PIPELINE AT OPOROMA","4.7993611","6.1079722","Southern-Ijaw","BY","ss","6","2"
"5583","SPDC","2018-06-11","Mon","Jun","2018","cr","pl","sab","10'' DIEBU CREEK- NUN RIVER PIPELINE AT OPOROMA","4.7994444","6.1079722","Southern-Ijaw","BY","ss","6","2"
"5584","NAOC","2018-06-12","Tue","Jun","2018","cr","pl","sab","24"" Ogoda-Brass Pipeline at Obodhi","4.96925","6.51525","Ahoada-West","RI","la","6","3"
"5585","SPDC","2018-06-12","Tue","Jun","2018","cr","pl","sab","24"" NKPOKU-BOMU TRANS NIGER PIPELINE, EGBALOR","4.79234","7.17525","Eleme","RI"," ","6","3"
"5586","SPDC","2018-06-12","Tue","Jun","2018","cr","pl","sab","24'' NKPOKU -BOMU PIPE LINE , B-DERE.","4.6743611","7.2766111","Gokana","RI","la","6","3"
"5587","SPDC","2018-06-12","Tue","Jun","2018","cr","pl","sab","24"" NKPOKU-BOMU TN PIPELINE EGBALOR","4.79234","7.17525"," ","RI","la","6","3"
"5588","SPDC","2018-06-13","Wed","Jun","2018","cr","pl","sab","14"" OKORDIA-RUMUEKPE PIPELINE, ULA-IKATA, AHOADA-EAST LGA, RIVERS STATE","5.05074","6.58352","Ahoada-West","RI","la","6","4"
"5589","SPDC","2018-06-13","Wed","Jun","2018","no","pl","sab","28"" TNP ROW @ EBUBU EJAMA IN RIVERS STATE.","4.7682528","7.1496944","Eleme","RI"," ","6","4"
"5590","NAOC","2018-06-15","Fri","Jun","2018","cr","pl","sab","10'' OSHIE-OGODA PIPELINE AT IDU-EKPEYE COMMUNITY AWELGA, RIVERS STATE","5.1066222","6.529625","Ahoada-West","RI","ss","6","6"
"5591","NAOC","2018-06-15","Fri","Jun","2018","cr","fl","sab","EBEGORO 6S FLOWLINE AT OMOKU ONELGA","5.3589722","6.6175","Ogba/Egbema/Ndoni","RI","la","6","6"
"5592","SPDC","2018-06-17","Sun","Jun","2018","cr","pl","sab","8"" umuechem Delivery line Nkpoku Pipeline Omunwei","4.9897","7.0229167","Etche","RI","la","6","1"
"5593","NAOC","2018-06-18","Mon","Jun","2018","co","pl","sab","6'' TUOMO- OGBOINBIRI PIPELINE AT KASSAMA","4.8696389","5.950025","Ekeremor","BY","sw","6","2"
"5594","SPDC","2018-06-21","Thu","Jun","2018","cr","pl","sab","20"" KOLOCREEK-RUMUEKPE (T/L) PIPELINE ODAU","4.9282778","6.4373056","Abua-Odual","RI","ss","6","5"
"5595","NAOC","2018-06-21","Thu","Jun","2018","cr","pl","sab","6'' TUOMO-OGBOINBIRI PIPELINE AT KASSAMA","4.8700028","5.9502778","Ekeremor","BY","sw","6","5"
"5596","SPDC","2018-06-24","Sun","Jun","2018","cr","pl","sab","18’’ ASSA-RUMUEKPE TRUNKLINE AT OMUDIOGA RIVERS STATE","5.16808","6.75248","Emuoha","RI","la","6","1"
"5597","SPDC","2018-06-24","Sun","Jun","2018","cr","pl","sab","28'' trans niger pipeline @ rumuokwurishi","4.86023","7.06391","Obio/Akpor","RI","la","6","1"
"5598","NPDC","2018-06-24","Sun","Jun","2018","cr","fl","sab","NPDC UTOROGU 14T CRUDE OIL FLOWLINE.","5.4322222","5.8830556","Ughelli-South","DE","la","6","1"
"5599","NAOC","2018-06-26","Tue","Jun","2018","cr","pl","sab","24"" OGODA-BRASS PIPELINE AT OBODHI AWELGA RIVERS STATE","4.9801111","6.5196111","Ahoada-West","RI","ss","6","3"
"5600","NAOC","2018-06-26","Tue","Jun","2018"," ","pl","sab","6'' TUOMO- OGBOINBIRI GAS DELIVERY LINE AT KASSAMA","4.8886944","5.9456111","Ekeremor","BY","sw","6","3"
"5601","NAOC","2018-06-26","Tue","Jun","2018"," ","pl","sab","6'' TUOMA- OGBOINBIRI PIPELINE AT KASSAMA","4.8858889","5.9463889","Ekeremor","BY","sw","6","3"
"5602","NAOC","2018-06-26","Tue","Jun","2018"," ","pl","sab","6'' TUOMO- OGBOINBIRI PIPELINE AT KASSAMA","4.8838333","5.9464722","Ekeremor","BY","sw","6","3"
"5603","SPDC","2018-06-27","Wed","Jun","2018","no","pl","sab","14"" Okordia-Rumuekpe Trunkline at Akaramini","5.1186","6.48885","Ahoada-West","RI","la,sw","6","4"
"5604","SPDC","2018-06-29","Fri","Jun","2018","cr","pl","sab","20"" KOLOCREEK-RUMUEKPE (T/L) PIPELINE @ ODAU","4.92825","6.4366667","Ogbia","RI","sw","6","6"
"5605","NAOC","2018-06-30","Sat","Jun","2018","cr","pl","sab","10'' OSHIE-OGODA PIPELINE AT UKPELEDE/AKARAOLU AWELGA RIVERS STATE","5.1026667","6.5135","Ahoada-West","RI","la,ss","6","7"
"5606","NAOC","2018-06-30","Sat","Jun","2018","cr","pl","sab","10'' OSHIE-OGODA UKPULIEDE COMMUNITY OSHIE AWELGA","5.1026667","6.5135","AWELGA","RI","ss,la","6","7"
"5607","NAOC","2018-07-01","Sun","Jul","2018","co","fl","sab","Obiafu 21L flow line Obiafu field, Omoku, Onelga, Rivers State.","5.3924444","6.5990833","Ogba/Egbema/Ndoni","RI","la","7","1"
"5608","NAOC","2018-07-01","Sun","Jul","2018","cr","pl","sab","10'' CLOUGH CREEK/TEBIDABA PIPELINE AT GBARUAN","4.7909444","5.7558333","Southern-Ijaw","BY","sw","7","1"
"5609","SPDC","2018-07-03","Tue","Jul","2018","cr","pl","sab","20'' KOLO CREEK RUMUEKPE PIPELINE AT IHUOWO COMMUNITY AHOADA EAST","4.9804444","6.6732139","Ahoada-East","RI","la","7","3"
"5610","NAOC","2018-07-03","Tue","Jul","2018","cr","pl","sab","14"" Akri - Ebocha Oil Centre, Mmahu, Ohaji/Egbema, Imo State.","5.5344444","6.7169444","Ohaji/Egbema","IM","ss,la","7","3"
"5611","NAOC","2018-07-03","Tue","Jul","2018","cr","pl","sab","14"" AKR - EBOCHA OIL CENTRE, PIPELINE AT MMAHU, OHAJI/EGBEMA, IMO STATE.","5.5344444","6.7169444","Ohaji/Egbema","IM","la","7","3"
"5612","SPDC","2018-07-04","Wed","Jul","2018","cr","fl","sab","IMO RIVER WELL 59 FLOWLINE ROW, IGIRIUKWU, ABIA STATE","4.98926","7.20438","Ukwa-West","RI","la","7","4"
"5613","SPDC","2018-07-06","Fri","Jul","2018","cr","pl","sab","12'' IMO RIVER 2 - OGALE TRUNKLINE ROW AT IGIRIUKWU ISI-ETITIOHA, UKWA WEST, ABIA STATE.","4.98019","7.17555","Etche","RI","la","7","6"
"5614","SPDC","2018-07-10","Tue","Jul","2018"," ","pl","sab","8"" D/L @ Umuechem, Rivers State.","4.99351","7.02242","Etche","RI"," ","7","3"
"5615","HERITAGE","2018-07-11","Wed","Jul","2018","cr","pl","sab","24'' UPS TO RAPELE TRUNKLINE @ EKPAN COMMUNITY.","5.5736111","5.7513889","Uvwie","DE","la","7","4"
"5616","EROTON E&P","2018-07-12","Thu","Jul","2018","cr","fl","sab","cawthorne channe 3 Akaso well 4s 4""flowline","4.5503889","6.9763056","Degema","RI","sw","7","5"
"5617","MIDWESTERN","2018-07-12","Thu","Jul","2018","cr","pl","sab","12'' BY 51.8KM UMUSADEGE TO ERIEMU FACILITY AT ELLU COMMUNITY.","5.6091389","6.2996111","Isoko-North","DE","la","7","5"
"5618","SPDC","2018-07-13","Fri","Jul","2018","cr","pl","sab","20""RUMUEKPE- NKPOKU(TRUNKLINE)PIPELINE AT IBAA.","4.9537569","6.8329039","Emuoha","RI","la","7","6"
"5619","SPDC","2018-07-13","Fri","Jul","2018","cr","pl","sab","20""RUMUEKPE- NKPOKU(TRUNKLINE)PIPELINE AT IBAA.","4.9537569","6.8329039","Emuoha","RI","la","7","6"
"5620","SPDC","2018-07-13","Fri","Jul","2018","cr","pl","sab","20"" Rumuekpe-Nkpoku Trans Niger Pipeline @ Ibaa","4.953757","6.832904","Emuoha","RI","la","7","6"
"5621","HERITAGE","2018-07-13","Fri","Jul","2018","cr","pl","sab","28'' TFP LINE @ OTEGHELE","5.5661389","5.6153056","Warri-South","DE","sw","7","6"
"5622","NDPR","2018-07-15","Sun","Jul","2018","cr","fl","sab","6"" Crude Oil PL ROW @ Rumuekpe","4.986","6.685","Emuoha","RI","ss","7","1"
"5623","NAOC","2018-07-15","Sun","Jul","2018","cr","pl","sab","10'' CLOUGH-CREEK/TEBIDABA PIPELINE AT GBARAUN","4.7905833","5.7569722","Southern-Ijaw","BY","sw","7","1"
"5624","NPDC","2018-07-15","Sun","Jul","2018","cr","pl","sab","NPDC TRUNKLINE AT KM 32 OTUMARA AXIS","5.6845556","5.14725","Warri-South-West","DE","sw","7","1"
"5625","EROTON E&P","2018-07-16","Mon","Jul","2018","cr","fl","sab","CAW1 AKASO WELL 8T FLOWLINE","4.5328333","7.0207222","DEGEMA","RI"," ","7","2"
"5626","SPDC","2018-07-16","Mon","Jul","2018","cr","pl","sab","24'' Bomu-Bonny Trunkline ROW @ Mogho,Rivers state","4.64987","7.27725","GOKANA","RI","sw","7","2"
"5627","EROTON E&P","2018-07-16","Mon","Jul","2018"," ","fl","sab","orubiri 4'' bulk line at alakiri , okrika River state","4.6857222","7.03875","Okrika","RI"," ","7","2"
"5628","EROTON E&P","2018-07-16","Mon","Jul","2018"," ","fl","sab","orubiri 4"" bulk line at Alakiri Rivers State","4.6857222","7.03875","Okrika","RI","ss","7","2"
"5629","SPDC","2018-07-16","Mon","Jul","2018","cr","pl","sab","12"" Imo River- Ogale Trunkline ROW @ Umuololo","4.93925","7.18472","Ukwa-West","RI","la","7","2"
"5630","SPDC","2018-07-17","Tue","Jul","2018","cr","pl","sab","20"" Rumuekpe - Nkpoku PL @ Aluu","4.9375556","6.9582222","IKWERRE LGA","RI","la","7","3"
"5631","HERITAGE","2018-07-17","Tue","Jul","2018"," ","pl","sab","28'' TFP LINE @ OTEGHELE.","5.5661111","5.6150833","Warri-South","DE","sw","7","3"
"5632","HERITAGE","2018-07-17","Tue","Jul","2018"," ","pl","sab","28'' TFP LINE @ OTEGHELE","5.56625","5.6161389","Warri-South","DE","sw","7","3"
"5633","NPDC","2018-07-19","Thu","Jul","2018","cr","fl","sab","UTOROGU W/14T FLOWLINE AT UMOLO COMMUNITY.","5.4253611","5.8948611","Ughelli-South","DE","la","7","5"
"5634","SPDC","2018-07-20","Fri","Jul","2018","cr","pl","sab","20'' KOLOCREEEK-RUMUEKPE (TRUNKLINE) PIPELINE","4.9807","6.6794889","Emuoha","RI","la","7","6"
"5635","NAOC","2018-07-21","Sat","Jul","2018","cr","pl","sab","18'' TEBIDABA/BRASS PIPELINE AT MBIKIBA","4.4838889","6.0977222","Brass","BY","sw","7","7"
